Pos,Database Name,Table Name,Table Description,Table English Name,Column English Name,Column Name,Column Description
1,E_UKBA_BASE,TEHAADS,Aggregate Daily Entry Summary Table,UKBA ACCOUT AGGREGATE DAILY ENTRY,Daily Number of Credits,DLY_NUM_CRS,Daily number of Credits.Negative values are possble.


